ID_Reserva,Edad,Genero,Pais,Hotel,Tipo_Habitacion,Regimen,Canal_Reserva,Lead_Time_Dias,Mes_Llegada,Noches,Adultos,Ninos,Precio_Noche_EUR,Reservas_Previas,Cancelaciones_Previas,Tiene_Parking,Peticiones_Especiales,Tipo_Deposito,Cancelado
100710,47.0,Female,Países Bajos,Palladium Tenerife,Standard,Todo incluido,Web directa,36.0,4,5,2,0,58.55,1,0,Sí,3.0,Reembolsable,0
100711,,Female,EEUU,Palladium Riviera Maya,Standard,Todo incluido,Web directa,38.0,7,3,2,0,131.97,1,0,Sí,0.0,No reembolsable,0
100712,29.0,Female,España,Palladium Tenerife,Suite,Media pensión,Teléfono,19.0,8,7,2,2,318.42,0,0,No,1.0,Sin depósito,0
100713,54.0,Female,Italia,Palladium Riviera Maya,Standard,Todo incluido,Agencia tradicional,4.0,8,1,2,0,71.33,2,1,No,1.0,Sin depósito,0
100714,53.0,FEMALE,España,Palladium Tenerife,Villa,Desayuno,Agencia online,11.0,7,4,1,2,744.73,1,0,No,2.0,Reembolsable,0
100715,43.0,Male,Reino Unido,Palladium Mallorca,Suite,Desayuno,Agencia tradicional,0.0,7,3,1,0,,1,0,Sí,1.0,Reembolsable,0
100716,47.0,Female,Francia,Palladium Costa Mujeres,Standard,Todo incluido,Teléfono,44.0,5,2,2,2,115.39,2,0,Sí,1.0,Reembolsable,0
100717,,Female,Italia,Palladium Riviera Maya,Standard,Desayuno,Web directa,28.0,8,5,2,0,176.14,2,0,Sí,0.0,Reembolsable,0
100718,79.0,Male,España,Palladium Mallorca,Suite,Todo incluido,Agencia online,88.0,7,1,1,3,430.61,2,0,Sí,0.0,Sin depósito,0
100719,55.0,Male,España,Palladium Riviera Maya,Villa,Todo incluido,Agencia online,25.0,5,5,2,0,781.61,1,0,Sí,1.0,Sin depósito,0
100720,42.0,Female,Francia,Palladium Ibiza,Suite,Todo incluido,Web directa,80.0,8,6,1,1,350.0,3,1,No,0.0,Reembolsable,0
100721,25.0,Male,España,Palladium Riviera Maya,Standard,Desayuno,Web directa,20.0,5,4,2,0,114.8,3,1,No,1.0,Sin depósito,0
100722,31.0,Female,España,Palladium Tenerife,Junior Suite,Media pensión,Web directa,66.0,1,3,2,0,227.14,0,0,No,3.0,No reembolsable,0
100723,40.0,Female,Italia,Palladium Riviera Maya,Junior Suite,Todo incluido,Walk-in,18.0,7,5,1,2,,0,0,No,5.0,No reembolsable,0
100724,38.0,Male,México,Palladium Punta Cana,Standard,Desayuno,Web directa,4.0,9,6,2,1,157.45,2,0,No,1.0,Sin depósito,0
100725,38.0,Male,Alemania,Palladium Ibiza,Standard,Media pensión,Web directa,9.0,5,2,3,0,59.55,0,0,No,,Sin depósito,0
100726,45.0,Male,Portugal,Palladium Punta Cana,Junior Suite,Desayuno,Walk-in,23.0,6,5,2,3,208.76,1,1,,2.0,Reembolsable,1
100727,38.0,Female,Reino Unido,Palladium Costa Mujeres,Suite,Desayuno,Web directa,85.0,4,5,2,0,355.65,2,0,No,1.0,No reembolsable,0
100728,55.0,Male,Francia,Palladium Costa Mujeres,Suite,Desayuno,Web directa,10.0,9,10,1,0,359.2,3,1,No,3.0,Sin depósito,0
100729,33.0,Female,,Palladium Mallorca,Standard,Media pensión,Web directa,61.0,8,4,1,0,,3,0,Sí,1.0,Reembolsable,0
100730,65.0,Male,Francia,Palladium Tenerife,Standard,Todo incluido,Web directa,11.0,3,4,1,2,101.13,0,0,Sí,3.0,Sin depósito,0
100731,78.0,Female,Reino Unido,Palladium Tenerife,Standard,Desayuno,Agencia online,61.0,7,6,2,0,169.24,1,0,No,0.0,Sin depósito,1
100732,36.0,Male,España,Palladium Mallorca,Suite,Todo incluido,Agencia online,15.0,2,3,2,1,410.1,2,1,No,1.0,Sin depósito,0
100733,34.0,Female,Italia,Palladium Tenerife,Junior Suite,Todo incluido,Agencia online,76.0,10,6,3,0,,0,0,Sí,0.0,Reembolsable,0
100734,53.0,Male,España,Palladium Riviera Maya,Standard,Desayuno,Agencia online,142.0,3,10,2,0,171.92,1,0,No,0.0,No reembolsable,0
100735,54.0,Female,Francia,Palladium Mallorca,Standard,Todo incluido,Teléfono,22.0,10,6,2,0,131.88,3,1,Sí,2.0,Sin depósito,0
100736,49.0,Male,Francia,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,69.0,12,1,2,0,99.21,3,0,No,2.0,No reembolsable,0
100737,54.0,Male,México,Palladium Punta Cana,Standard,Solo alojamiento,Teléfono,,11,5,3,0,143.07,1,0,Sí,4.0,Sin depósito,0
100738,26.0,Female,México,Palladium Ibiza,Standard,Desayuno,Web directa,,6,5,1,0,159.31,0,0,No,1.0,Sin depósito,0
100739,33.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Web directa,48.0,8,2,2,0,65.81,2,0,No,4.0,No reembolsable,1
100740,50.0,Female,Reino Unido,Palladium Ibiza,Standard,Solo alojamiento,Web directa,30.0,6,6,2,0,147.09,1,0,No,0.0,Sin depósito,1
100741,46.0,Male,Francia,Palladium Ibiza,Suite,Desayuno,Agencia online,67.0,4,10,2,1,422.11,1,1,No,0.0,No reembolsable,1
100742,46.0,Male,Países Bajos,Palladium Ibiza,Standard,Desayuno,Agencia online,175.0,8,5,2,0,154.29,2,1,No,0.0,No reembolsable,0
100743,41.0,Male,España,Palladium Punta Cana,Standard,Desayuno,Agencia tradicional,62.0,5,4,2,3,,0,0,Sí,4.0,No reembolsable,0
100744,23.0,Female,España,Palladium Ibiza,Junior Suite,Solo alojamiento,Web directa,68.0,5,2,2,0,,0,0,No,0.0,Reembolsable,0
100745,38.0,Male,España,Palladium Mallorca,Standard,Desayuno,Walk-in,57.0,5,4,1,1,130.25,0,0,No,1.0,Reembolsable,0
100746,62.0,Male,España,Palladium Mallorca,Standard,Media pensión,Agencia online,60.0,8,10,3,1,145.72,0,0,Sí,4.0,Sin depósito,0
100747,35.0,Male,España,Palladium Mallorca,Standard,Desayuno,Web directa,49.0,9,6,2,0,,2,0,Sí,5.0,Reembolsable,0
100748,55.0,Female,España,Palladium Costa Mujeres,Standard,Todo incluido,Agencia online,56.0,6,5,2,0,174.75,0,0,No,0.0,Reembolsable,0
100749,36.0,Male,España,Palladium Mallorca,Suite,Desayuno,Agencia online,2.0,8,3,2,1,422.46,2,1,No,0.0,No reembolsable,0
100750,55.0,Female,Francia,Palladium Punta Cana,Standard,Desayuno,Agencia tradicional,104.0,10,10,2,0,158.72,1,0,No,1.0,Sin depósito,0
100751,62.0,Female,México,Palladium Ibiza,Standard,Media pensión,Agencia tradicional,69.0,12,4,2,0,74.67,1,0,Sí,1.0,Reembolsable,0
100752,31.0,Female,España,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,17.0,3,10,1,0,169.24,0,0,,0.0,Reembolsable,0
100753,50.0,Male,España,Palladium Punta Cana,Standard,Todo incluido,Walk-in,1.0,2,4,2,0,68.5,0,0,Sí,3.0,Sin depósito,0
100754,18.0,Male,España,Palladium Mallorca,Suite,Todo incluido,Agencia tradicional,67.0,7,7,2,1,433.07,2,0,No,3.0,Reembolsable,0
100755,28.0,Female,España,Palladium Tenerife,Junior Suite,Todo incluido,Walk-in,4.0,6,4,2,0,214.51,1,0,Sí,4.0,Sin depósito,1
100756,42.0,Female,Italia,Palladium Mallorca,Standard,Desayuno,Agencia online,67.0,9,4,2,3,63.41,1,0,Sí,4.0,Reembolsable,0
100757,50.0,Female,Reino Unido,Palladium Punta Cana,Suite,Media pensión,Agencia online,25.0,9,5,2,0,345.23,3,0,No,1.0,Reembolsable,0
100758,42.0,Female,EEUU,Palladium Punta Cana,Standard,Todo incluido,Web directa,16.0,8,2,2,0,147.06,5,1,No,0.0,Sin depósito,0
100759,46.0,Female,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,167.0,8,7,1,2,116.94,1,0,No,2.0,No reembolsable,0
100760,50.0,Male,España,Palladium Ibiza,Standard,Todo incluido,Agencia online,,10,10,2,1,139.94,1,0,No,0.0,Reembolsable,0
100761,,Female,España,Palladium Ibiza,Standard,Todo incluido,Web directa,128.0,11,5,2,0,102.61,2,0,No,2.0,Sin depósito,1
100762,50.0,Female,Alemania,Palladium Costa Mujeres,Junior Suite,Media pensión,Agencia tradicional,5.0,8,2,2,2,289.81,3,0,Sí,1.0,Reembolsable,0
100763,56.0,Male,España,Palladium Costa Mujeres,Suite,Media pensión,Agencia tradicional,73.0,8,1,2,1,403.63,0,0,Sí,0.0,Sin depósito,0
100764,39.0,Male,España,Palladium Punta Cana,Standard,Media pensión,Agencia tradicional,71.0,9,3,2,1,156.23,4,0,No,1.0,Sin depósito,1
100765,25.0,Male,Reino Unido,Palladium Ibiza,Standard,Desayuno,Web directa,31.0,11,3,3,0,,3,1,No,4.0,Reembolsable,0
100766,27.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Agencia tradicional,5.0,11,14,2,0,103.27,3,0,No,0.0,Sin depósito,0
100767,35.0,Female,Italia,Palladium Costa Mujeres,Standard,Desayuno,Web directa,69.0,5,10,1,2,115.46,3,0,No,1.0,Sin depósito,0
100768,18.0,Male,Alemania,Palladium Riviera Maya,Standard,Todo incluido,Web directa,28.0,8,5,2,0,147.88,1,0,Sí,0.0,No reembolsable,0
100769,50.0,Male,Reino Unido,Palladium Riviera Maya,Villa,Todo incluido,Web directa,92.0,8,1,2,3,739.02,0,0,No,0.0,Reembolsable,0
100770,60.0,Male,Italia,Palladium Mallorca,Standard,Desayuno,Teléfono,57.0,7,1,2,0,86.9,1,0,Sí,0.0,Sin depósito,1
100771,34.0,Female,Reino Unido,Palladium Tenerife,Junior Suite,Media pensión,Agencia online,7.0,3,5,1,0,183.61,2,0,No,2.0,Sin depósito,0
100772,27.0,Female,Reino Unido,Palladium Costa Mujeres,Junior Suite,Media pensión,Web directa,7.0,8,6,2,0,200.2,2,1,Sí,0.0,Sin depósito,0
100773,65.0,Male,España,Palladium Costa Mujeres,Suite,Solo alojamiento,Agencia online,48.0,7,2,2,1,,1,0,No,0.0,Sin depósito,0
100774,41.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,25.0,4,7,2,2,103.47,3,2,No,2.0,Reembolsable,0
100775,44.0,Male,Argentina,Palladium Tenerife,Standard,Todo incluido,Agencia online,25.0,4,2,2,1,118.95,1,0,No,0.0,Sin depósito,0
100776,52.0,Male,México,Palladium Ibiza,Junior Suite,Desayuno,Agencia online,35.0,6,6,2,0,237.1,4,2,No,1.0,Sin depósito,0
100777,43.0,Female,México,Palladium Mallorca,Standard,Solo alojamiento,Web directa,36.0,5,4,4,0,96.72,3,0,Sí,2.0,Sin depósito,0
100778,42.0,Female,España,Palladium Ibiza,Standard,Media pensión,Teléfono,,10,5,3,0,75.14,3,1,No,1.0,Sin depósito,0
100779,49.0,Female,Alemania,Palladium Mallorca,Junior Suite,Todo incluido,Agencia tradicional,49.0,7,5,1,1,205.62,2,0,Sí,2.0,No reembolsable,0
100780,40.0,Female,España,Palladium Tenerife,Standard,Desayuno,Teléfono,40.0,4,2,1,0,113.09,0,0,Sí,3.0,Sin depósito,0
100781,37.0,Male,Portugal,Palladium Mallorca,Junior Suite,Desayuno,Agencia online,93.0,12,7,2,1,266.41,1,0,Sí,2.0,Sin depósito,0
100782,27.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Media pensión,Web directa,16.0,6,5,2,0,63.71,0,0,No,3.0,Sin depósito,0
100783,45.0,Female,Francia,Palladium Mallorca,Junior Suite,Media pensión,Web directa,8.0,7,14,2,0,167.38,1,0,No,0.0,Sin depósito,0
100784,,Male,España,Palladium Riviera Maya,Standard,Desayuno,Teléfono,88.0,10,5,3,0,86.69,2,0,No,2.0,No reembolsable,0
100785,35.0,Female,España,Palladium Ibiza,Villa,Desayuno,Agencia online,29.0,4,7,2,0,769.03,2,1,Sí,0.0,Reembolsable,0
100786,68.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Desayuno,Walk-in,110.0,5,4,3,2,115.12,1,0,Sí,0.0,Sin depósito,0
100787,34.0,Female,Alemania,Palladium Ibiza,Standard,Todo incluido,Teléfono,8.0,1,4,2,0,105.87,1,0,No,2.0,Sin depósito,0
100788,70.0,Male,España,Palladium Mallorca,Suite,Todo incluido,Agencia online,41.0,5,4,2,2,406.43,1,0,No,0.0,Reembolsable,0
100789,52.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Desayuno,Web directa,1.0,10,5,1,1,119.8,1,0,No,1.0,Reembolsable,0
100790,59.0,Male,Italia,Palladium Ibiza,Standard,Todo incluido,Teléfono,82.0,3,4,3,2,75.34,0,0,No,2.0,Reembolsable,0
100791,49.0,Female,Reino Unido,Palladium Punta Cana,Junior Suite,Desayuno,Agencia online,5.0,6,4,1,1,168.65,1,0,Sí,0.0,Reembolsable,0
100792,20.0,Male,Reino Unido,Palladium Costa Mujeres,Villa,Media pensión,Agencia online,63.0,8,10,2,0,712.22,2,0,No,4.0,Reembolsable,0
100793,40.0,Male,Reino Unido,Palladium Riviera Maya,Villa,Todo incluido,Web directa,,8,1,4,0,794.55,4,0,No,1.0,Sin depósito,0
100794,24.0,Male,Reino Unido,Palladium Tenerife,Junior Suite,Solo alojamiento,Web directa,4.0,4,5,3,0,196.15,1,0,No,0.0,Sin depósito,0
100795,34.0,Female,España,Palladium Mallorca,Standard,Solo alojamiento,Agencia online,42.0,8,4,1,0,154.44,0,0,Sí,1.0,Sin depósito,0
100796,63.0,Male,EEUU,Palladium Punta Cana,Suite,Todo incluido,Agencia online,51.0,9,5,2,0,304.06,1,0,,1.0,Sin depósito,1
100797,41.0,Male,EEUU,Palladium Tenerife,Standard,Desayuno,Walk-in,88.0,9,4,2,1,93.28,2,0,No,0.0,Sin depósito,1
100798,30.0,Female,EEUU,Palladium Mallorca,Standard,Desayuno,Web directa,156.0,6,1,2,0,113.98,0,0,Sí,1.0,Sin depósito,0
100799,42.0,Male,Italia,Palladium Punta Cana,Standard,Solo alojamiento,Web directa,20.0,4,7,2,1,148.08,0,0,No,2.0,No reembolsable,0
100800,42.0,FEMALE,Países Bajos,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia tradicional,17.0,6,7,2,1,100.95,2,0,No,2.0,Sin depósito,0
100801,51.0,Female,Alemania,Palladium Ibiza,Villa,Media pensión,Web directa,52.0,10,4,3,2,,2,0,Sí,1.0,No reembolsable,0
100802,58.0,Female,España,Palladium Tenerife,Standard,Desayuno,Web directa,8.0,11,7,1,0,83.1,3,0,No,0.0,Sin depósito,0
100803,28.0,Female,Reino Unido,Palladium Mallorca,Standard,Media pensión,Web directa,,1,4,2,2,129.81,1,0,No,5.0,Sin depósito,0
100804,31.0,Male,Alemania,Palladium Ibiza,Standard,Todo incluido,Agencia online,88.0,8,3,2,0,,2,1,No,3.0,No reembolsable,0
100805,22.0,Male,España,Palladium Riviera Maya,Standard,Desayuno,Agencia online,8.0,8,10,4,1,112.89,2,0,Sí,1.0,Sin depósito,0
100806,60.0,Female,España,Palladium Ibiza,Suite,Solo alojamiento,Web directa,65.0,8,4,4,2,395.76,0,0,No,1.0,No reembolsable,0
100807,73.0,Male,Francia,Palladium Mallorca,Suite,Desayuno,Web directa,106.0,9,1,1,2,399.25,1,0,Sí,1.0,Sin depósito,0
100808,37.0,Female,México,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia online,177.0,8,3,4,0,100.49,1,0,No,1.0,No reembolsable,0
100809,40.0,Female,España,Palladium Costa Mujeres,Standard,Todo incluido,Agencia tradicional,1.0,10,3,2,0,104.18,4,1,No,0.0,No reembolsable,0
100810,38.0,Male,España,Palladium Mallorca,Standard,Solo alojamiento,Agencia online,13.0,7,4,2,0,,2,0,Sí,2.0,Reembolsable,0
100811,39.0,Female,España,Palladium Ibiza,Standard,Solo alojamiento,Web directa,81.0,6,2,2,0,85.55,2,0,Sí,1.0,Sin depósito,0
100812,38.0,Female,España,Palladium Mallorca,Standard,Todo incluido,Web directa,65.0,1,1,4,2,108.05,0,0,,3.0,Sin depósito,0
100813,45.0,Male,España,Palladium Tenerife,Junior Suite,Desayuno,Agencia online,30.0,7,4,1,2,290.66,0,0,Sí,4.0,No reembolsable,0
100814,49.0,Male,Reino Unido,Palladium Punta Cana,Villa,Desayuno,Agencia tradicional,49.0,7,5,2,0,709.26,0,0,No,1.0,Sin depósito,0
100815,54.0,Male,,Palladium Costa Mujeres,Suite,Desayuno,Web directa,13.0,11,10,2,0,383.07,2,0,Sí,1.0,Sin depósito,0
100816,38.0,Female,EEUU,Palladium Riviera Maya,Standard,Media pensión,Agencia tradicional,58.0,8,4,1,1,105.65,0,0,No,3.0,Sin depósito,0
100817,50.0,Female,España,Palladium Ibiza,Junior Suite,Desayuno,Teléfono,34.0,2,3,2,0,261.18,4,2,No,2.0,Sin depósito,0
100818,28.0,Female,España,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,36.0,1,1,3,0,74.19,1,0,No,1.0,No reembolsable,0
100819,34.0,FEMALE,España,Palladium Costa Mujeres,Standard,Desayuno,Teléfono,44.0,1,5,2,0,169.53,4,1,Sí,1.0,Sin depósito,0
100820,59.0,Female,Alemania,Palladium Mallorca,Standard,Desayuno,Teléfono,35.0,8,5,2,0,191.46,0,0,No,0.0,Sin depósito,0
100821,26.0,Male,España,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia online,129.0,3,2,2,3,225.71,4,0,Sí,1.0,Sin depósito,0
100822,,Female,Italia,Palladium Ibiza,Villa,Media pensión,Agencia online,183.0,7,6,2,2,746.41,0,0,No,2.0,Sin depósito,1
100823,29.0,Male,Argentina,Palladium Punta Cana,Standard,Desayuno,Agencia online,5.0,7,7,2,2,110.87,2,0,No,2.0,Sin depósito,0
100824,38.0,Male,España,Palladium Punta Cana,Villa,Solo alojamiento,Walk-in,18.0,8,4,2,1,715.01,3,0,No,0.0,Sin depósito,0
100825,51.0,Male,España,Palladium Punta Cana,Suite,Media pensión,Teléfono,23.0,6,7,2,0,377.95,2,0,No,2.0,No reembolsable,0
100826,41.0,Male,Portugal,Palladium Costa Mujeres,Standard,Todo incluido,Web directa,29.0,6,4,2,1,132.69,2,0,Sí,4.0,No reembolsable,0
100827,62.0,Male,Francia,Palladium Tenerife,Standard,Desayuno,Walk-in,64.0,5,5,2,0,82.17,2,0,Sí,0.0,No reembolsable,0
100828,54.0,Male,Países Bajos,Palladium Mallorca,Standard,Todo incluido,Web directa,19.0,6,2,2,1,170.45,1,0,Sí,0.0,No reembolsable,0
100829,46.0,Male,EEUU,Palladium Mallorca,Suite,Desayuno,Teléfono,85.0,7,5,2,3,,2,2,No,0.0,Reembolsable,0
100830,61.0,Female,Países Bajos,Palladium Mallorca,Standard,Desayuno,Agencia online,184.0,9,4,1,1,,4,1,Sí,0.0,Sin depósito,1
100831,37.0,Female,,Palladium Ibiza,Villa,Solo alojamiento,Web directa,100.0,1,3,2,1,746.56,2,1,Sí,4.0,No reembolsable,0
100832,18.0,Male,España,Palladium Punta Cana,Junior Suite,Media pensión,Agencia online,20.0,8,4,2,1,181.14,0,0,Sí,0.0,Sin depósito,0
100833,50.0,Female,España,Palladium Riviera Maya,Standard,Solo alojamiento,Web directa,11.0,7,7,1,0,167.28,3,1,sí,2.0,Reembolsable,0
100834,42.0,male,España,Palladium Ibiza,Suite,Todo incluido,Walk-in,36.0,8,6,4,1,357.16,1,0,Sí,,Sin depósito,0
100835,67.0,male,EEUU,Palladium Mallorca,Suite,Solo alojamiento,Web directa,108.0,6,3,2,0,394.88,1,0,No,0.0,Sin depósito,0
100836,61.0,Female,España,Palladium Tenerife,Standard,Media pensión,Web directa,33.0,8,4,2,0,182.14,3,1,No,1.0,Sin depósito,0
100837,45.0,Male,EEUU,Palladium Ibiza,Suite,Media pensión,Walk-in,5.0,2,6,3,0,402.11,2,0,Sí,0.0,Sin depósito,0
100838,33.0,Female,México,Palladium Costa Mujeres,Villa,Media pensión,Agencia online,119.0,2,10,1,1,782.56,0,0,No,1.0,Sin depósito,0
100839,67.0,male,España,Palladium Riviera Maya,Standard,Todo incluido,Walk-in,49.0,5,2,2,0,7500.0,1,0,,5.0,No reembolsable,0
100840,46.0,Male,España,Palladium Ibiza,Standard,Desayuno,Agencia online,24.0,5,5,2,2,101.12,1,0,Sí,1.0,No reembolsable,0
100841,70.0,Male,España,Palladium Riviera Maya,Junior Suite,Desayuno,Agencia online,112.0,11,5,2,0,215.02,1,0,No,0.0,No reembolsable,0
100842,39.0,Female,España,Palladium Ibiza,Junior Suite,Todo incluido,Agencia tradicional,33.0,3,1,2,1,229.16,2,1,No,0.0,Reembolsable,0
100843,32.0,Female,Italia,Palladium Riviera Maya,Suite,Media pensión,Agencia online,9.0,12,14,2,0,348.27,2,0,No,0.0,No reembolsable,0
100844,57.0,Female,Reino Unido,Palladium Mallorca,Standard,Todo incluido,Agencia online,78.0,7,5,2,3,80.28,2,0,Sí,0.0,Sin depósito,1
100845,41.0,Female,Alemania,Palladium Ibiza,Suite,Desayuno,Web directa,32.0,9,2,2,0,471.0,0,0,Sí,1.0,No reembolsable,0
100846,43.0,Female,México,Palladium Tenerife,Suite,Desayuno,Web directa,141.0,7,5,3,1,390.27,3,0,Sí,1.0,Reembolsable,1
100847,65.0,Male,España,Palladium Ibiza,Suite,Desayuno,Agencia online,3.0,3,5,2,1,359.38,1,0,Sí,5.0,Sin depósito,0
100848,42.0,Male,España,Palladium Tenerife,Standard,Solo alojamiento,Web directa,137.0,9,14,4,0,160.04,2,0,Sí,0.0,Sin depósito,0
100849,40.0,Male,Alemania,Palladium Tenerife,Standard,Todo incluido,Web directa,29.0,9,5,3,1,110.53,0,0,Sí,4.0,Sin depósito,0
100850,43.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,8.0,6,6,2,2,117.78,2,1,,0.0,Sin depósito,0
100851,,FEMALE,Reino Unido,Palladium Riviera Maya,Suite,Solo alojamiento,Web directa,10.0,7,5,2,0,357.34,0,0,No,0.0,Reembolsable,0
100852,39.0,Female,Reino Unido,Palladium Riviera Maya,Junior Suite,Todo incluido,Web directa,2.0,3,2,3,0,236.41,4,0,No,1.0,Sin depósito,0
100853,44.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,63.0,8,4,2,0,193.49,0,0,No,0.0,Reembolsable,0
100854,45.0,Male,España,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia tradicional,,7,14,3,1,100.51,1,0,No,0.0,No reembolsable,0
100855,41.0,Female,,Palladium Riviera Maya,Suite,Todo incluido,Agencia tradicional,94.0,8,5,2,1,393.28,0,0,Sí,1.0,No reembolsable,0
100856,18.0,Male,Alemania,Palladium Riviera Maya,Standard,Desayuno,Agencia online,42.0,10,1,2,2,175.6,3,0,No,3.0,Sin depósito,0
100857,44.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Agencia online,124.0,2,7,1,0,71.64,0,0,Sí,0.0,Sin depósito,1
100858,85.0,Female,México,Palladium Mallorca,Suite,Solo alojamiento,Web directa,29.0,8,3,2,0,402.25,0,0,Sí,0.0,Sin depósito,0
100859,42.0,Female,EEUU,Palladium Riviera Maya,Standard,Media pensión,Agencia tradicional,49.0,7,3,1,1,121.57,0,0,No,0.0,No reembolsable,0
100860,43.0,Male,,Palladium Costa Mujeres,Standard,Todo incluido,Web directa,26.0,8,4,2,0,122.61,2,0,,0.0,No reembolsable,0
100861,45.0,Male,Italia,Palladium Riviera Maya,Standard,Desayuno,Web directa,71.0,2,10,2,0,148.38,0,0,NO,5.0,Sin depósito,0
100862,56.0,Female,Francia,Palladium Costa Mujeres,Junior Suite,Media pensión,Agencia online,38.0,6,3,2,2,220.25,0,0,No,0.0,Sin depósito,0
100863,64.0,Male,Italia,Palladium Punta Cana,Standard,Solo alojamiento,Web directa,16.0,1,4,3,1,130.36,3,0,No,1.0,Sin depósito,0
100864,41.0,Male,México,Palladium Ibiza,Junior Suite,Desayuno,Web directa,104.0,4,3,2,0,222.38,2,1,No,0.0,,1
100865,56.0,Male,Países Bajos,Palladium Punta Cana,Standard,Desayuno,Agencia online,27.0,7,10,3,0,55.18,1,0,No,1.0,No reembolsable,0
100866,40.0,Male,Francia,Palladium Punta Cana,Suite,Solo alojamiento,Teléfono,17.0,1,1,2,0,406.7,0,0,No,1.0,Sin depósito,0
100867,32.0,Female,Argentina,Palladium Riviera Maya,Standard,Todo incluido,Web directa,74.0,6,6,2,0,149.82,2,2,Sí,3.0,No reembolsable,0
100868,56.0,Female,España,Palladium Ibiza,Villa,Desayuno,Web directa,13.0,10,3,1,0,746.34,0,0,Sí,1.0,Reembolsable,0
100869,43.0,Female,Reino Unido,Palladium Costa Mujeres,Junior Suite,Desayuno,Web directa,28.0,8,2,2,0,,0,0,Sí,,Reembolsable,0
100870,47.0,Female,Alemania,Palladium Costa Mujeres,Junior Suite,Desayuno,Web directa,183.0,5,5,1,0,226.08,1,0,No,0.0,Sin depósito,0
100871,69.0,Male,Reino Unido,Palladium Punta Cana,Standard,Todo incluido,Web directa,10.0,1,3,2,0,97.91,3,0,No,1.0,Sin depósito,0
100872,48.0,Female,Italia,Palladium Ibiza,Standard,Todo incluido,Agencia online,255.0,6,4,2,0,114.2,3,1,No,0.0,Sin depósito,1
100873,21.0,Male,Alemania,Palladium Punta Cana,Standard,Todo incluido,Agencia online,31.0,9,3,2,0,50.39,1,0,Sí,0.0,Sin depósito,1
100874,56.0,Male,Argentina,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,22.0,6,4,2,0,205.95,2,1,No,1.0,Sin depósito,0
100875,26.0,Male,Países Bajos,Palladium Ibiza,Junior Suite,Desayuno,Agencia online,131.0,7,2,1,1,230.36,0,0,No,2.0,No reembolsable,0
100876,33.0,Male,México,Palladium Mallorca,Standard,Desayuno,Web directa,82.0,9,4,2,0,103.2,2,0,No,4.0,Sin depósito,0
100877,55.0,Male,Reino Unido,Palladium Tenerife,Villa,Todo incluido,Web directa,2.0,3,4,4,1,791.34,1,0,No,0.0,Reembolsable,0
100878,34.0,Male,EEUU,Palladium Riviera Maya,Standard,Media pensión,Web directa,14.0,6,6,3,0,85.58,1,1,Sí,0.0,Reembolsable,0
100879,43.0,Female,Reino Unido,Palladium Riviera Maya,Junior Suite,Desayuno,Web directa,2.0,7,1,2,1,226.92,1,0,No,0.0,Reembolsable,0
100880,36.0,Male,Reino Unido,Palladium Mallorca,Standard,Solo alojamiento,Web directa,8.0,8,5,1,0,155.1,1,0,No,1.0,No reembolsable,0
100881,62.0,Female,España,Palladium Costa Mujeres,Junior Suite,Media pensión,Web directa,109.0,8,6,2,0,208.44,4,0,No,1.0,Sin depósito,0
100882,38.0,male,EEUU,Palladium Costa Mujeres,Junior Suite,Desayuno,Agencia online,191.0,5,7,2,0,166.13,1,1,Sí,1.0,Sin depósito,1
100883,52.0,Male,EEUU,Palladium Mallorca,Standard,Desayuno,Teléfono,206.0,10,4,1,3,134.26,4,0,No,4.0,Sin depósito,1
100884,29.0,Female,España,Palladium Costa Mujeres,Junior Suite,Solo alojamiento,Web directa,108.0,1,2,2,0,212.24,1,0,,1.0,Sin depósito,0
100885,61.0,Male,España,Palladium Costa Mujeres,Suite,Media pensión,Web directa,81.0,10,7,2,3,,0,0,Sí,3.0,Sin depósito,0
100886,55.0,Female,Reino Unido,Palladium Tenerife,Standard,Media pensión,Agencia online,0.0,9,2,2,0,91.24,2,1,No,0.0,Sin depósito,0
100887,52.0,Female,Francia,Palladium Riviera Maya,Junior Suite,Desayuno,Web directa,96.0,9,4,2,0,202.36,0,0,,3.0,Reembolsable,1
100888,42.0,Female,EEUU,Palladium Costa Mujeres,Junior Suite,Todo incluido,Teléfono,147.0,10,5,1,0,296.34,0,0,No,0.0,,0
